monthly_fee,usage_hours,support_requests,account_age_months,failed_payments,region,device_type,payment_method,autopay_enabled,churn
9.99,26.58,0,16,0,asia,desktop,card,1,0
9.99,30.33,0,10,0,america,mobile,paypal,1,1
9.99,14.82,0,19,0,europe,mobile,card,1,0
29.99,15.59,0,14,0,asia,desktop,card,1,0
9.99,33.90,1,6,0,europe,mobile,card,0,0
19.99,24.10,1,19,0,europe,mobile,paypal,1,0
9.99,14.38,1,3,0,america,desktop,card,1,0
9.99,36.56,0,7,0,america,tablet,card,1,0
49.99,0.00,1,22,1,europe,mobile,card,0,1
29.99,17.63,1,4,0,asia,mobile,paypal,0,1
9.99,6.87,1,19,0,europe,mobile,card,1,0
19.99,0.00,0,6,0,america,mobile,paypal,1,0
19.99,26.92,2,11,0,america,mobile,card,1,0
49.99,31.18,3,15,0,america,desktop,card,1,0
9.99,21.11,1,1,0,america,desktop,card,1,0
49.99,25.06,2,7,1,africa,mobile,paypal,1,0
29.99,33.20,0,4,0,america,desktop,card,0,0
9.99,14.64,0,1,1,america,mobile,paypal,1,0
49.99,11.12,1,13,0,europe,mobile,paypal,1,0
29.99,34.89,0,14,0,europe,desktop,card,1,0
9.99,31.78,2,22,0,america,tablet,card,1,0
49.99,14.64,1,11,0,asia,desktop,paypal,1,0
29.99,22.72,1,4,0,asia,tablet,card,0,0
29.99,16.06,1,14,0,asia,desktop,crypto,1,0
29.99,3.60,0,10,0,asia,tablet,card,1,0
29.99,19.35,1,23,0,america,mobile,card,1,0
9.99,15.39,0,11,0,asia,mobile,card,0,0
29.99,18.78,1,11,0,africa,desktop,card,1,0
19.99,2.16,1,16,0,europe,mobile,paypal,1,0
49.99,20.94,0,1,0,europe,desktop,card,0,0
9.99,30.57,1,3,0,africa,tablet,card,0,0
29.99,32.37,2,30,0,asia,desktop,crypto,0,1
29.99,30.23,0,25,0,europe,mobile,card,0,0
19.99,18.69,0,14,0,america,mobile,card,0,0
9.99,9.64,1,9,0,america,mobile,card,0,1
19.99,33.57,0,10,0,america,mobile,card,0,0
19.99,32.25,0,11,1,africa,desktop,paypal,1,0
29.99,19.20,2,11,0,europe,tablet,card,0,0
9.99,0.00,1,8,0,asia,mobile,paypal,1,0
49.99,18.99,0,21,0,europe,mobile,paypal,1,0
9.99,15.98,0,6,0,asia,mobile,paypal,1,0
9.99,19.21,0,26,0,asia,mobile,paypal,1,0
49.99,52.07,2,7,0,america,mobile,paypal,0,0
19.99,21.26,1,8,0,america,desktop,card,1,0
49.99,19.49,0,16,1,asia,mobile,card,1,0
49.99,21.78,0,8,0,america,mobile,card,0,0
19.99,19.59,0,23,0,asia,mobile,paypal,0,0
19.99,34.09,1,24,0,europe,desktop,paypal,1,0
9.99,2.08,1,14,1,asia,desktop,crypto,0,1
19.99,8.76,3,12,0,europe,mobile,card,0,1
29.99,9.85,0,14,0,europe,desktop,card,0,1
49.99,21.05,1,23,0,asia,mobile,card,0,0
19.99,23.89,2,3,0,africa,desktop,card,1,0
9.99,7.82,0,11,0,europe,mobile,card,1,0
19.99,6.32,1,12,0,europe,mobile,paypal,0,0
19.99,18.57,0,7,0,asia,mobile,paypal,0,1
9.99,25.54,0,14,0,europe,desktop,paypal,1,0
19.99,19.61,0,12,0,europe,mobile,card,1,0
9.99,8.68,1,15,0,africa,mobile,card,1,0
29.99,26.64,0,20,1,europe,mobile,paypal,1,0
29.99,21.57,1,19,1,africa,tablet,card,1,0
49.99,27.22,0,22,0,america,mobile,paypal,0,0
29.99,13.50,1,29,0,africa,desktop,card,1,0
9.99,11.06,1,16,0,europe,mobile,card,0,0
49.99,25.07,0,8,1,europe,mobile,card,0,0
9.99,31.04,0,20,1,europe,desktop,card,0,1
9.99,8.52,2,5,0,america,desktop,card,1,1
9.99,13.42,0,20,0,africa,mobile,card,1,0
9.99,15.88,1,9,0,america,mobile,crypto,1,0
49.99,18.68,0,20,0,america,desktop,card,0,0
49.99,19.39,1,6,1,asia,mobile,paypal,0,0
29.99,10.85,1,6,0,africa,desktop,card,0,1
49.99,26.61,0,15,0,europe,desktop,card,0,0
9.99,12.92,3,7,0,europe,mobile,card,1,1
19.99,26.16,0,6,1,america,desktop,card,0,0
49.99,7.50,1,17,0,america,mobile,card,1,0
19.99,13.34,1,21,1,america,mobile,crypto,0,0
19.99,22.64,1,22,0,asia,mobile,card,0,0
29.99,26.53,1,21,0,europe,mobile,paypal,0,0
29.99,34.75,3,2,0,america,mobile,paypal,0,0
19.99,24.95,0,18,0,europe,mobile,card,0,1
9.99,4.37,2,8,0,europe,desktop,card,1,0
29.99,21.40,1,19,0,africa,tablet,card,1,0
9.99,27.94,0,21,1,europe,mobile,card,1,0
9.99,24.47,3,11,0,asia,mobile,paypal,0,0
49.99,28.51,2,16,0,asia,desktop,crypto,1,0
49.99,28.72,1,19,0,asia,desktop,paypal,1,0
49.99,17.15,2,14,0,asia,mobile,paypal,1,0
19.99,18.01,3,16,0,america,desktop,card,1,0
19.99,36.74,1,1,0,asia,mobile,card,1,0
49.99,38.23,0,2,1,europe,mobile,card,1,0
19.99,17.94,1,4,1,africa,mobile,card,0,1
19.99,20.66,0,23,1,asia,desktop,paypal,0,0
29.99,30.86,1,12,0,asia,mobile,card,1,0
9.99,22.37,2,18,0,asia,desktop,crypto,0,0
9.99,0.68,2,15,0,europe,mobile,card,1,0
29.99,24.00,1,11,0,europe,desktop,card,1,0
9.99,4.89,1,13,0,asia,mobile,card,1,0
9.99,0.00,1,18,0,europe,mobile,card,0,0
19.99,23.71,1,25,1,africa,tablet,card,1,0
19.99,16.24,0,17,0,asia,desktop,crypto,1,0
9.99,24.50,0,14,1,america,mobile,card,1,0
19.99,34.32,0,3,0,asia,desktop,card,1,0
49.99,21.20,0,9,0,europe,mobile,card,0,0
49.99,21.54,2,20,0,america,desktop,paypal,0,0
9.99,31.63,0,18,0,america,mobile,card,1,0
9.99,18.86,0,15,0,europe,mobile,paypal,1,0
49.99,18.75,0,9,0,europe,desktop,card,1,0
49.99,31.93,0,17,1,europe,mobile,card,0,1
9.99,25.68,0,16,0,america,mobile,card,0,0
49.99,21.78,0,7,0,europe,mobile,paypal,1,0
9.99,40.56,0,18,0,america,mobile,card,1,0
29.99,24.48,0,5,0,europe,desktop,card,1,0
49.99,0.60,1,4,0,asia,tablet,card,1,0
29.99,32.38,1,17,0,america,mobile,paypal,0,0
49.99,14.71,1,5,1,europe,desktop,card,0,1
29.99,24.59,1,9,0,america,mobile,card,1,1
49.99,0.00,0,6,0,asia,desktop,card,0,1
29.99,24.22,1,17,0,america,tablet,card,0,0
29.99,51.93,1,7,0,america,mobile,paypal,1,0
9.99,8.75,0,5,0,europe,desktop,card,1,0
29.99,23.13,1,5,0,america,mobile,card,0,0
49.99,25.90,3,11,0,africa,mobile,card,0,0
9.99,10.57,0,14,0,america,mobile,card,1,0
9.99,7.11,0,11,0,europe,desktop,card,1,1
9.99,20.52,2,2,0,asia,desktop,card,1,1
29.99,21.99,0,1,0,europe,desktop,paypal,1,0
29.99,3.86,0,18,0,europe,desktop,card,0,0
19.99,21.14,2,7,0,america,mobile,paypal,1,0
9.99,20.38,1,14,0,asia,mobile,paypal,1,0
19.99,25.44,1,10,1,america,mobile,card,0,1
49.99,12.57,1,9,1,europe,mobile,card,1,0
9.99,28.01,0,23,0,america,mobile,card,1,0
29.99,32.48,0,6,0,asia,mobile,crypto,0,0
29.99,35.69,1,12,0,america,tablet,card,0,0
49.99,21.96,0,24,0,asia,desktop,paypal,1,0
9.99,26.98,0,4,0,america,desktop,paypal,1,1
9.99,15.98,0,1,0,europe,mobile,card,1,1
19.99,0.00,0,18,0,america,desktop,paypal,1,0
19.99,18.98,2,18,0,europe,mobile,card,0,0
19.99,22.14,1,1,0,europe,mobile,card,1,0
9.99,11.40,1,11,0,europe,tablet,card,0,0
49.99,25.45,0,12,0,africa,desktop,card,0,0
49.99,28.39,0,18,0,america,mobile,card,1,0
29.99,21.00,2,12,1,america,mobile,card,0,0
49.99,13.89,0,8,0,europe,mobile,card,1,0
29.99,43.67,0,22,0,america,mobile,card,0,0
49.99,17.47,0,13,0,europe,mobile,card,1,0
9.99,14.95,2,14,0,europe,mobile,paypal,0,0
49.99,15.80,3,1,0,europe,mobile,paypal,1,0
19.99,0.00,0,6,0,europe,mobile,card,1,1
49.99,0.00,2,14,0,europe,desktop,card,1,0
19.99,23.16,1,15,0,europe,mobile,card,0,0
9.99,7.17,0,9,0,america,desktop,paypal,1,0
9.99,9.49,1,26,0,europe,mobile,paypal,0,0
29.99,19.10,0,23,0,africa,mobile,paypal,0,0
19.99,20.76,1,7,0,europe,mobile,crypto,1,0
19.99,21.07,2,10,0,europe,mobile,card,0,0
19.99,28.44,1,1,0,europe,desktop,card,0,0
19.99,0.00,1,1,0,asia,desktop,paypal,0,1
49.99,30.01,1,23,0,america,desktop,paypal,1,0
9.99,17.29,2,19,0,europe,mobile,paypal,0,0
29.99,8.50,0,20,0,asia,mobile,card,0,0
29.99,19.87,1,8,0,america,mobile,card,1,0
29.99,13.72,2,12,0,america,mobile,paypal,0,0
9.99,19.75,0,14,0,asia,mobile,card,1,0
49.99,37.64,0,4,0,america,tablet,card,0,0
49.99,21.44,0,15,0,america,desktop,card,1,0
19.99,13.70,0,2,0,europe,mobile,card,1,1
19.99,33.40,0,3,0,europe,mobile,card,1,0
49.99,21.19,1,3,0,africa,desktop,paypal,1,0
29.99,29.83,1,1,0,africa,tablet,paypal,1,1
9.99,12.31,1,27,0,asia,mobile,card,0,0
49.99,28.17,1,14,0,europe,mobile,paypal,1,0
49.99,25.66,1,7,0,america,desktop,paypal,0,0
19.99,14.13,0,11,0,europe,mobile,card,1,0
49.99,17.73,1,13,0,america,mobile,card,0,0
9.99,23.17,0,16,0,asia,mobile,crypto,0,0
29.99,35.58,0,19,0,europe,mobile,paypal,0,0
9.99,37.22,0,1,0,europe,mobile,card,1,1
19.99,24.95,0,9,1,asia,desktop,card,0,0
19.99,24.81,1,25,0,europe,desktop,card,1,0
29.99,8.34,2,4,1,europe,desktop,card,1,0
49.99,38.60,0,21,0,america,tablet,card,0,0
9.99,27.49,1,16,0,europe,desktop,card,0,0
9.99,47.71,0,16,0,africa,mobile,paypal,0,0
29.99,21.06,0,10,1,africa,desktop,card,1,0
49.99,13.22,0,13,0,europe,mobile,card,1,0
19.99,7.63,0,14,1,europe,mobile,card,1,0
29.99,20.94,2,8,0,europe,mobile,card,0,0
9.99,20.98,0,2,0,europe,mobile,card,0,0
19.99,15.18,1,14,0,america,desktop,card,1,0
19.99,24.18,0,22,1,america,mobile,card,0,0
49.99,33.26,1,3,0,america,desktop,card,0,0
49.99,18.81,0,16,1,asia,mobile,crypto,1,0
19.99,17.53,1,17,1,africa,mobile,paypal,1,0
29.99,25.59,1,1,2,europe,mobile,paypal,1,0
9.99,27.87,0,10,0,america,mobile,card,1,1
49.99,8.42,0,23,0,asia,desktop,card,0,0
49.99,21.09,0,19,1,europe,desktop,card,1,0
29.99,0.00,0,22,0,america,desktop,paypal,1,0
29.99,15.23,0,7,0,america,mobile,card,1,0
49.99,18.06,0,6,0,africa,mobile,card,0,0
49.99,30.64,1,7,1,asia,tablet,card,1,1
29.99,16.78,1,21,0,europe,mobile,paypal,1,0
19.99,43.76,1,17,1,europe,mobile,card,0,0
9.99,27.01,1,7,0,asia,mobile,paypal,1,0
49.99,22.22,1,1,0,europe,mobile,card,1,0
19.99,16.56,1,21,0,europe,tablet,card,0,0
49.99,32.35,0,26,0,africa,desktop,card,1,1
49.99,18.89,1,1,0,america,mobile,paypal,1,1
9.99,16.86,1,15,0,asia,mobile,card,0,0
29.99,37.98,0,1,0,america,mobile,card,1,1
29.99,35.27,1,11,0,asia,tablet,card,1,0
49.99,20.97,0,14,0,europe,mobile,paypal,0,0
29.99,29.57,0,5,0,america,desktop,crypto,1,0
19.99,13.35,1,18,0,africa,mobile,card,0,0
19.99,21.15,2,7,0,africa,desktop,card,1,0
49.99,26.18,1,7,0,europe,desktop,card,0,1
19.99,19.87,0,26,0,america,desktop,card,0,1
29.99,11.26,0,20,0,america,desktop,paypal,1,0
49.99,17.73,2,4,0,america,desktop,card,1,0
49.99,15.97,1,3,1,america,tablet,card,0,0
19.99,22.93,1,22,0,europe,mobile,card,0,0
29.99,20.20,2,26,0,america,mobile,card,1,0
49.99,21.24,0,9,0,europe,mobile,card,0,1
19.99,36.66,1,22,0,asia,mobile,card,1,0
49.99,33.76,1,13,1,america,mobile,card,0,0
9.99,7.43,2,13,0,europe,mobile,card,1,1
19.99,24.28,0,4,0,asia,desktop,card,1,1
19.99,15.96,1,24,0,europe,desktop,paypal,1,0
29.99,13.23,3,1,0,europe,mobile,paypal,1,1
29.99,22.25,1,23,0,europe,desktop,card,0,0
29.99,27.73,0,8,0,europe,mobile,paypal,0,0
9.99,10.11,0,6,0,asia,desktop,paypal,0,0
49.99,32.17,3,9,0,europe,mobile,card,1,0
29.99,22.36,1,13,0,america,desktop,card,1,0
9.99,23.49,1,24,1,europe,desktop,paypal,1,0
49.99,21.13,2,1,0,africa,tablet,paypal,0,1
19.99,23.92,0,15,1,america,mobile,card,0,0
19.99,25.09,0,15,0,america,mobile,card,1,0
49.99,21.04,1,1,0,europe,mobile,paypal,0,0
49.99,13.76,0,9,0,asia,tablet,card,1,0
9.99,25.64,3,6,0,europe,mobile,card,1,0
29.99,14.90,0,19,0,europe,mobile,card,0,0
49.99,11.28,1,5,0,europe,mobile,card,1,0
29.99,26.59,0,3,0,africa,mobile,card,1,0
19.99,16.56,0,11,0,america,mobile,card,1,0
29.99,28.42,1,18,0,asia,mobile,card,0,0
19.99,24.77,0,11,0,europe,mobile,card,1,0
29.99,22.26,0,17,1,america,mobile,card,1,0
19.99,14.40,2,1,0,europe,mobile,card,0,0
29.99,19.00,1,15,0,europe,tablet,card,0,0
49.99,26.71,0,4,0,europe,mobile,card,1,0
9.99,27.10,2,18,1,america,mobile,card,0,0
19.99,21.56,2,14,0,asia,mobile,paypal,1,0
9.99,27.17,1,11,0,africa,mobile,paypal,1,0
49.99,27.09,2,10,0,america,mobile,card,0,0
49.99,14.05,0,7,1,asia,mobile,card,1,0
49.99,9.01,2,14,0,america,desktop,card,1,0
49.99,0.00,1,16,1,europe,tablet,card,0,1
29.99,18.14,0,9,0,africa,mobile,paypal,1,0
9.99,2.62,0,7,0,europe,mobile,card,0,0
49.99,7.85,2,16,0,europe,mobile,paypal,1,0
49.99,15.97,1,5,0,asia,mobile,card,1,0
9.99,22.27,1,11,0,america,mobile,card,1,0
9.99,29.63,0,9,0,america,mobile,card,0,1
29.99,7.32,1,19,0,europe,mobile,paypal,1,1
9.99,29.05,0,16,1,europe,desktop,paypal,0,1
19.99,31.53,1,14,0,america,desktop,paypal,1,0
19.99,22.12,1,15,1,europe,mobile,card,1,0
29.99,40.03,1,1,1,asia,tablet,paypal,0,0
19.99,19.95,1,6,1,europe,tablet,paypal,1,0
29.99,34.68,0,13,0,africa,mobile,card,0,0
9.99,21.51,2,17,0,america,desktop,card,1,0
29.99,22.88,1,8,0,america,tablet,card,0,1
29.99,9.52,0,1,0,america,mobile,card,0,1
19.99,20.91,1,32,0,america,desktop,card,0,0
19.99,18.97,1,14,0,europe,desktop,card,1,0
19.99,20.35,1,10,0,america,mobile,card,1,0
49.99,26.57,0,17,0,africa,mobile,card,1,0
49.99,21.20,0,12,0,europe,desktop,paypal,0,0
19.99,14.12,0,7,0,europe,mobile,card,1,0
19.99,23.65,1,21,0,america,mobile,paypal,0,0
29.99,13.60,1,15,0,america,tablet,card,0,0
49.99,36.56,0,12,0,america,desktop,card,1,0
49.99,19.33,0,26,0,america,desktop,card,0,0
49.99,25.30,0,12,1,america,mobile,card,1,0
49.99,9.37,1,19,0,europe,mobile,paypal,1,0
49.99,6.05,0,12,0,america,mobile,card,0,0
29.99,19.82,0,6,0,africa,desktop,card,1,0
49.99,10.82,0,15,0,america,mobile,card,0,0
19.99,21.37,1,17,1,europe,tablet,card,0,0
19.99,23.71,1,14,0,europe,mobile,card,0,1
29.99,20.01,0,1,0,europe,mobile,card,0,0
29.99,30.31,0,7,1,europe,desktop,crypto,0,0
49.99,17.52,1,7,0,europe,mobile,card,0,0
19.99,25.05,1,1,0,america,mobile,card,0,0
49.99,19.58,0,1,0,europe,desktop,paypal,0,0
49.99,21.19,2,11,0,europe,tablet,paypal,1,0
9.99,19.18,0,13,0,asia,mobile,paypal,1,0
9.99,15.26,2,1,0,europe,mobile,card,0,1
19.99,31.52,3,10,0,africa,mobile,paypal,1,0
29.99,21.43,1,1,0,europe,mobile,card,0,1
29.99,36.07,0,13,0,america,mobile,paypal,0,0
49.99,22.55,0,14,0,europe,desktop,paypal,0,1
29.99,26.04,1,2,1,europe,mobile,card,1,0
29.99,26.86,0,20,1,asia,mobile,card,0,0
29.99,26.13,0,1,0,europe,desktop,paypal,0,0
29.99,4.73,0,9,1,asia,desktop,card,1,0
9.99,28.94,0,14,0,america,desktop,paypal,1,0
19.99,30.02,0,7,1,africa,mobile,card,1,0
49.99,36.81,0,4,0,europe,desktop,card,0,0
19.99,12.12,2,13,0,africa,mobile,card,1,0
49.99,18.57,1,14,1,america,mobile,paypal,1,0
19.99,0.00,2,9,0,europe,mobile,card,0,1
29.99,0.00,0,6,0,europe,mobile,card,0,0
49.99,24.97,0,10,0,asia,desktop,card,0,0
9.99,23.03,1,1,0,asia,mobile,card,1,0
9.99,21.74,0,1,0,asia,mobile,card,1,0
19.99,7.13,1,1,1,america,mobile,card,0,0
9.99,20.15,0,9,0,america,desktop,card,1,0
9.99,24.69,1,17,1,america,mobile,crypto,1,0
19.99,0.00,2,18,0,africa,mobile,paypal,0,0
49.99,15.89,0,19,0,asia,mobile,card,0,0
19.99,32.39,2,12,0,asia,mobile,card,0,0
29.99,19.03,2,16,1,africa,desktop,paypal,1,0
29.99,35.44,0,14,1,america,desktop,card,1,0
49.99,1.32,2,12,0,asia,desktop,card,1,1
29.99,20.99,0,13,0,europe,tablet,card,0,0
9.99,27.26,2,6,1,asia,mobile,paypal,0,0
9.99,24.87,0,19,0,europe,desktop,crypto,1,0
49.99,14.83,1,21,0,europe,mobile,card,0,1
29.99,18.00,0,2,0,europe,tablet,paypal,1,0
49.99,4.21,0,17,0,america,mobile,card,0,0
9.99,26.57,1,20,0,europe,mobile,paypal,0,1
49.99,9.73,0,18,1,america,desktop,card,1,1
19.99,34.03,0,9,0,america,mobile,paypal,0,0
9.99,0.00,0,4,0,asia,mobile,card,0,0
9.99,11.37,1,9,0,africa,mobile,card,0,1
29.99,12.20,1,23,0,europe,tablet,paypal,0,0
9.99,39.40,0,13,0,europe,mobile,card,1,0
19.99,18.91,1,7,0,asia,desktop,card,0,1
29.99,21.50,1,9,1,europe,desktop,card,1,0
19.99,30.58,2,28,0,america,mobile,card,1,0
29.99,24.80,0,14,1,america,mobile,card,1,0
19.99,12.29,2,18,0,africa,desktop,card,1,0
9.99,26.45,1,24,0,europe,desktop,card,1,1
49.99,17.17,2,12,0,europe,mobile,card,0,0
19.99,14.69,0,1,0,europe,desktop,card,1,0
19.99,20.69,1,35,0,africa,mobile,card,1,1
49.99,4.67,0,17,0,asia,mobile,card,1,1
29.99,18.23,1,5,0,europe,mobile,card,0,1
49.99,17.43,2,6,0,asia,mobile,card,0,0
19.99,11.97,2,3,1,asia,mobile,card,1,0
9.99,31.24,2,19,1,africa,desktop,card,0,0
9.99,32.97,0,9,1,america,mobile,card,1,0
29.99,33.11,0,17,0,europe,mobile,card,1,0
49.99,0.00,2,10,0,asia,desktop,card,1,0
19.99,19.41,0,5,0,africa,mobile,paypal,1,0
49.99,14.68,0,22,0,asia,mobile,paypal,1,0
29.99,17.68,1,9,0,europe,mobile,card,1,0
29.99,27.13,0,14,0,europe,desktop,card,1,0
29.99,9.08,3,16,0,europe,desktop,card,0,0
9.99,23.15,0,16,0,africa,mobile,crypto,0,0
9.99,17.39,0,17,0,america,desktop,card,1,0
19.99,4.18,0,12,0,europe,desktop,card,0,1
19.99,2.21,1,16,1,africa,mobile,card,1,0
49.99,17.53,0,17,0,asia,desktop,card,0,1
9.99,12.24,0,26,0,america,desktop,card,1,0
19.99,32.54,0,12,0,america,mobile,paypal,0,1
19.99,7.23,1,7,0,europe,mobile,card,0,0
9.99,22.99,1,8,0,america,mobile,card,1,0
49.99,28.77,2,14,1,europe,desktop,paypal,1,1
9.99,23.99,3,11,0,europe,mobile,paypal,1,1
19.99,25.37,2,2,0,europe,desktop,card,0,0
9.99,18.45,2,7,0,africa,desktop,paypal,0,0
19.99,15.75,1,9,0,asia,mobile,card,0,0
9.99,17.69,1,12,0,asia,mobile,crypto,0,0
19.99,24.69,0,12,1,asia,mobile,card,0,0
49.99,2.93,0,14,0,europe,mobile,card,0,1
49.99,41.73,0,18,0,america,desktop,paypal,1,0
49.99,20.88,2,16,0,africa,desktop,card,1,0
29.99,24.46,1,4,0,asia,mobile,card,1,0
9.99,3.37,0,14,0,america,desktop,card,1,0
29.99,6.49,1,15,0,europe,desktop,card,1,1
49.99,27.49,0,19,0,america,tablet,card,0,0
19.99,19.40,1,1,1,america,mobile,card,1,0
9.99,24.57,0,7,1,america,mobile,paypal,0,1
9.99,27.52,1,13,0,europe,mobile,card,1,1
29.99,22.56,1,17,0,europe,mobile,card,0,0
9.99,10.54,3,19,0,europe,mobile,card,0,0
19.99,18.67,0,1,1,europe,desktop,card,1,0
9.99,18.57,1,1,0,europe,desktop,paypal,0,0
19.99,31.79,0,22,0,asia,desktop,card,1,0
49.99,35.30,1,9,0,africa,desktop,crypto,1,0
9.99,21.87,0,18,0,africa,desktop,card,1,0
29.99,24.28,1,9,0,europe,desktop,card,1,0
49.99,16.77,0,19,1,europe,desktop,card,0,0
19.99,8.83,1,7,0,europe,mobile,card,0,0
9.99,9.56,0,11,0,america,mobile,paypal,1,1
49.99,24.31,0,20,0,europe,mobile,card,0,1
19.99,17.45,0,24,0,europe,mobile,card,0,0
49.99,28.29,1,1,0,europe,mobile,card,0,0
9.99,28.73,0,3,0,europe,desktop,crypto,0,0
19.99,23.28,1,6,0,america,desktop,card,0,0
9.99,38.00,2,4,1,europe,mobile,card,1,0
19.99,30.47,0,20,0,america,mobile,paypal,1,0
19.99,6.90,3,24,0,america,mobile,card,1,1
29.99,40.01,2,3,0,europe,mobile,paypal,1,0
9.99,36.12,1,16,1,america,desktop,card,1,0
9.99,13.48,1,9,0,america,mobile,card,0,0
29.99,12.51,2,1,0,europe,mobile,card,1,0
49.99,5.79,2,8,0,europe,desktop,paypal,0,0
9.99,21.54,1,15,0,america,desktop,card,0,0
9.99,10.34,0,15,1,asia,mobile,paypal,0,0
49.99,4.17,1,8,0,europe,mobile,card,1,0
29.99,12.38,3,22,0,europe,tablet,card,1,0
29.99,7.11,3,17,0,africa,mobile,card,0,0
49.99,29.81,2,16,0,africa,mobile,card,1,0
9.99,8.13,0,18,0,europe,mobile,paypal,1,1
49.99,37.10,1,18,1,asia,tablet,card,1,0
49.99,8.49,0,16,1,europe,mobile,paypal,0,0
49.99,21.87,0,9,2,america,desktop,card,1,0
9.99,26.37,1,14,0,asia,mobile,paypal,1,0
9.99,10.11,1,8,0,asia,desktop,card,1,0
29.99,26.26,1,2,0,europe,tablet,crypto,1,0
9.99,28.96,2,16,0,europe,mobile,card,1,0
9.99,21.97,0,14,0,america,mobile,card,1,0
29.99,2.19,1,1,1,africa,mobile,card,0,0
49.99,34.17,2,7,0,europe,desktop,card,1,0
29.99,25.62,0,5,0,asia,mobile,card,1,0
9.99,27.38,0,2,0,america,tablet,card,1,1
29.99,14.21,1,12,0,europe,mobile,card,1,0
29.99,22.92,2,9,0,europe,mobile,card,1,0
9.99,7.11,0,8,0,america,mobile,card,1,1
29.99,15.47,1,15,0,europe,mobile,card,0,0
9.99,26.95,0,16,0,america,tablet,card,0,1
9.99,24.98,0,9,0,europe,mobile,paypal,1,1
29.99,16.37,0,24,0,europe,mobile,card,1,1
9.99,40.44,3,20,0,europe,mobile,paypal,0,0
9.99,38.42,0,11,1,europe,tablet,card,1,0
49.99,19.24,1,17,0,europe,desktop,paypal,0,0
49.99,10.31,0,6,0,asia,mobile,card,0,0
9.99,19.27,1,20,0,america,desktop,paypal,1,0
49.99,21.51,1,15,1,europe,mobile,card,1,0
29.99,20.57,0,7,0,asia,tablet,card,1,0
19.99,21.21,0,11,0,europe,desktop,card,1,0
9.99,21.26,3,12,0,america,mobile,card,0,1
49.99,22.37,1,5,0,asia,mobile,card,1,0
19.99,17.23,1,3,0,asia,mobile,card,0,0
19.99,35.91,2,6,0,asia,mobile,paypal,0,0
49.99,33.09,1,16,0,europe,desktop,card,1,0
9.99,29.82,1,9,0,europe,tablet,card,1,1
19.99,14.56,1,23,0,asia,mobile,crypto,0,0
9.99,0.00,0,3,0,europe,mobile,paypal,1,0
19.99,14.02,0,14,0,europe,desktop,card,0,0
29.99,16.04,0,1,0,europe,mobile,card,0,0
49.99,31.55,1,11,0,africa,desktop,card,1,0
19.99,6.37,0,7,0,europe,tablet,card,1,0
49.99,40.37,0,19,1,europe,mobile,card,0,1
19.99,31.72,1,5,1,asia,mobile,crypto,0,1
9.99,4.79,1,7,0,africa,desktop,card,1,1
29.99,22.88,1,9,1,europe,mobile,card,0,1
29.99,33.32,2,14,0,africa,mobile,crypto,0,1
19.99,0.00,1,11,0,africa,mobile,card,1,0
9.99,37.60,0,7,0,asia,desktop,paypal,1,0
29.99,28.37,1,10,0,asia,desktop,card,1,0
49.99,30.07,1,8,0,america,mobile,card,1,0
49.99,32.60,1,20,0,america,desktop,card,1,0
19.99,4.44,0,13,0,america,mobile,card,1,0
49.99,22.24,0,9,2,europe,mobile,paypal,1,0
9.99,29.58,1,1,0,america,mobile,card,0,1
19.99,17.29,1,12,0,asia,desktop,card,1,0
9.99,12.52,0,13,0,asia,mobile,paypal,1,0
19.99,28.20,0,1,0,america,desktop,card,1,0
19.99,30.40,2,12,1,america,mobile,card,1,1
49.99,14.61,1,1,1,asia,desktop,card,1,1
49.99,28.47,1,1,0,america,mobile,paypal,0,0
49.99,15.24,3,2,1,asia,mobile,paypal,1,1
19.99,10.48,2,5,1,america,mobile,paypal,1,0
49.99,11.94,1,6,0,africa,desktop,card,1,0
29.99,3.77,0,13,0,america,mobile,card,1,0
29.99,21.76,0,16,0,europe,desktop,card,0,0
49.99,23.16,0,11,0,america,mobile,card,0,1
19.99,13.30,2,1,1,asia,mobile,card,1,1
19.99,19.47,0,1,0,europe,mobile,crypto,1,1
19.99,27.40,0,3,0,europe,mobile,paypal,0,0
49.99,22.50,1,16,0,europe,desktop,paypal,0,0
49.99,29.12,0,18,0,europe,mobile,card,1,1
29.99,26.72,0,11,0,america,tablet,card,1,0
29.99,17.25,1,10,0,asia,tablet,card,1,0
29.99,26.40,2,17,0,america,mobile,paypal,0,1
49.99,41.81,2,22,0,america,mobile,crypto,0,0
9.99,28.68,0,20,1,europe,mobile,card,1,0
19.99,23.34,1,14,0,asia,desktop,card,0,0
9.99,12.61,1,20,1,asia,mobile,card,0,0
29.99,23.71,2,17,0,asia,mobile,paypal,0,0
9.99,21.73,0,9,0,europe,mobile,card,1,0
19.99,25.27,0,2,1,america,mobile,paypal,1,0
29.99,35.83,0,5,0,europe,mobile,paypal,1,0
29.99,16.19,0,28,0,america,desktop,card,1,0
19.99,15.71,2,21,1,america,mobile,card,1,0
9.99,38.86,1,10,1,europe,tablet,card,0,0
9.99,26.41,0,17,0,europe,mobile,card,1,0
29.99,40.26,0,12,0,america,mobile,paypal,1,1
49.99,31.61,0,24,0,america,mobile,crypto,0,0
49.99,5.85,1,12,0,africa,mobile,crypto,1,0
29.99,27.53,0,17,0,asia,mobile,card,0,0
29.99,23.69,0,8,0,asia,mobile,card,1,0
